Screen ID,Unit ID,Screen name,Screen latitude,Screen longitude,Screen width (px),Screen height (px),Screen network,Site ID,Site name,Site location (city),Site region (state),Publisher,Venue type,Blocked IAB category,Spot length,Min spot length,Max spot length,Allowed languages,Country,Allow Image,Allow Video,Aspect Ratio,Dimensions (W x H),Media owner,Orientation,Physical screen count,Zip code
SA_BST_C_TF_67271,21325627,"SA_BST_C_TF_67271_Sengkang East Rd_Blk 201 Cp, Sengkang East Rd",1.38825,103.89209,2160,3840,Bus Shelters,SA_BST_67271_C,SA_BST_67271_C,Sengkang Town Centre,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_64621,21325630,"SA_BST_A_TF_64621_Buangkok Green_Blk 565, Buangkok Green",1.38133,103.88818,2160,3840,Bus Shelters,SA_BST_64621_A,SA_BST_64621_A,Hougang West,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_84019,21325639,SA_BST_A_TF_84019_New Upp Changi Rd_Opp Chai Chee Ind Pk,1.32222,103.92262,2160,3840,Bus Shelters,SA_BST_84019_A,SA_BST_84019_A,Frankel,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_67591,21325641,"SA_BST_A_TF_67591_Sengkang East Rd_Blk 286b, Sengkang East Rd",1.39797,103.89543,2160,3840,Bus Shelters,SA_BST_67591_A,SA_BST_67591_A,Sengkang Town Centre,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_75081,21325646,SA_BST_C_TF_75081_Tampines Ave 3_Blk 831,1.34986,103.93426,2160,3840,Bus Shelters,SA_BST_75081_C,SA_BST_75081_C,Tampines West,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_54289,21325648,SA_BST_A_TF_54289_Ang Mo Kio Ave 3_Blk 452,1.36914,103.85598,2160,3840,Bus Shelters,SA_BST_54289_A,SA_BST_54289_A,Chong Boon,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_54331,21359209,"SA_BST_A_TF_54331_Ang Mo Kio Ave 8_Blk 346, Ang Mo Kio Ave 8",1.36719,103.85057,2160,3840,Bus Shelters,SA_BST_54331_A,SA_BST_54331_A,Townsville,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_B_PF_54331,21359210,"SA_BST_B_PF_54331_Ang Mo Kio Ave 8_Blk 346, Ang Mo Kio Ave 8",1.36719,103.85057,2160,3840,Bus Shelters,SA_BST_54331_B,SA_BST_54331_B,Townsville,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_65339,21359212,"SA_BST_A_TF_65339_Punggol Field_Blk 268c, Punggol Field",1.40324,103.89803,2160,3840,Bus Shelters,SA_BST_65339_A,SA_BST_65339_A,Matilda,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A-Parallel_TF_84301,21359231,"SA_BST_A-Parallel_TF_84301_Bedok North Ave 1_Blk 41, Bedok North Ave 1",1.32777,103.92659,2160,3840,Bus Shelters,SA_BST_84301_A-Parallel,SA_BST_84301_A-Parallel,Kembangan,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76359,21359250,SA_BST_A_TF_76359_Tampines Ave 9_Blk 493B,1.36211,103.95217,2160,3840,Bus Shelters,SA_BST_76359_A,SA_BST_76359_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_67599,21359257,SA_BST_C_TF_67599_Sengkang East Rd_Opp Blk 293D,1.39708,103.89479,2160,3840,Bus Shelters,SA_BST_67599_C,SA_BST_67599_C,Anchorvale,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_11369,21359264,SA_BST_A_TF_11369_North Buona Vista Rd_Buona Vista Stn Exit D,1.30643,103.7909,2160,3840,Bus Shelters,SA_BST_11369_A,SA_BST_11369_A,One North,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_67619,21359267,"SA_BST_A_TF_67619_Sengkang Central_Blk 201c, Sengkang Central",1.38776,103.89401,2160,3840,Bus Shelters,SA_BST_67619_A,SA_BST_67619_A,Sengkang Town Centre,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_65061,21359275,SA_BST_A_TF_65061_Punggol Rd_Blk 298A,1.3949,103.90186,2160,3840,Bus Shelters,SA_BST_65061_A,SA_BST_65061_A,Sengkang Town Centre,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_65069,21359280,SA_BST_A_TF_65069_Punggol Rd_Blk 190C,1.39504,103.90236,2160,3840,Bus Shelters,SA_BST_65069_A,SA_BST_65069_A,Rivervale,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76231,21359281,SA_BST_A_TF_76231_Tampines Ave 7_Opp Blk 390,1.35666,103.95735,2160,3840,Bus Shelters,SA_BST_76231_A,SA_BST_76231_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76141,21359282,SA_BST_A_TF_76141_Tampines Ave 4_Tampines Stn/Int,1.35366,103.94609,2160,3840,Bus Shelters,SA_BST_76141_A,SA_BST_76141_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_62139,21359291,SA_BST_A_TF_62139_Upper Serangoon Rd_S'Goon Stn Exit A/Blk 413,1.34912,103.87343,2160,3840,Bus Shelters,SA_BST_62139_A,SA_BST_62139_A,Upper Paya Lebar,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_76061,21359296,SA_BST_C_TF_76061_Tampines Ave 5_Blk 938,1.3482,103.94184,2160,3840,Bus Shelters,SA_BST_76061_C,SA_BST_76061_C,Tampines West,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_76149,21359297,SA_BST_C_TF_76149_Tampines Ave 4_Opp Tampines Stn/Int,1.3537,103.94636,2160,3840,Bus Shelters,SA_BST_76149_C,SA_BST_76149_C,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_C_TF_62189,21359307,SA_BST_C_TF_62189_Upp S'goon Rd_S'Goon Stn Exit D/Blk 416,1.35023,103.87438,2160,3840,Bus Shelters,SA_BST_62189_C,SA_BST_62189_C,Upper Paya Lebar,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_62229,21359308,SA_BST_A_TF_62229_Lor Ah Soo_The Minton,1.35109,103.88212,2160,3840,Bus Shelters,SA_BST_62229_A,SA_BST_62229_A,Lorong Ah Soo,North-East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76131,21359323,SA_BST_A_TF_76131_Tampines Ave 4_UOB Tampines Ctr,1.35187,103.94253,2160,3840,Bus Shelters,SA_BST_76131_A,SA_BST_76131_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_A_TF_76099,21359324,SA_BST_A_TF_76099_Tampines Ave 2_Blk 285,1.35026,103.95249,2160,3840,Bus Shelters,SA_BST_76099_A,SA_BST_76099_A,Tampines East,East Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
SA_BST_D_PF_53239,21379818,SA_BST_D_PF_53239_Bishan Rd_Opp Bishan Stn,1.351,103.84764,2160,3840,Bus Shelters,SA_BST_53239_D,SA_BST_53239_D,Marymount,Central Region,Stellar Ace SG,Outdoor > Bus Shelters,,10,10,10,All / Universal,SG Breakdown B2,NA,NA,NA,2160 x 3840,NA,NA,NA,NA
Ka1166,21426565,Tampines Mall - Lift Lobby A B1,1.35266,103.94525,1920,1080,Shopping Mall,Tampines Mall,Tampines Mall,Tampines East,East Region,Focus Media SG,Retail > Mall,"IAB1-5,IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka1167,21426566,Tampines Mall - Lift Lobby A B2,1.35266,103.94525,1920,1080,Shopping Mall,Tampines Mall,Tampines Mall,Tampines East,East Region,Focus Media SG,Retail > Mall,"IAB1-5,IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
Ka1168,21426567,Tampines Mall - Lift Lobby A B3,1.35266,103.94525,1920,1080,Shopping Mall,Tampines Mall,Tampines Mall,Tampines East,East Region,Focus Media SG,Retail > Mall,"IAB1-5,IAB20-18,IAB21,IAB22,IAB23,IAB24,IAB25,IAB26",10,5,64,All / Universal,SG Breakdown B2,NA,NA,NA,1920 x 1080,NA,NA,NA,NA
