Venue Info,Venue type,Media owner,Screen ID,Unit ID,Screen name,Screen latitude,Screen longitude,Screen width (px),Screen height (px),Physical screen count,Dimensions (W x H),Aspect ratio,Orientation,Site name,Site location (city),Site region (state),Spot length,Allowed languages,Allow Image,Allow Video,Zip code,Country
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,WCHDPC002B,WCHDPC002B,WCHDPC002B,22.248002,114.168057,1080,1920,1,1080x1920,09:16,,Wong Chuk Hang_WCHDPC002B,Wong Chuk Hang,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,LETDPC001A,LETDPC001A,LETDPC001A,22.242414,114.155916,1080,1920,1,1080x1920,09:16,,Lei Tung_LETDPC001A,Lei Tung,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,LETDPC001B,LETDPC001B,LETDPC001B,22.242414,114.155916,1080,1920,1,1080x1920,09:16,,Lei Tung_LETDPC001B,Lei Tung,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SOHDPC001A,SOHDPC001A,SOHDPC001A,22.242852,114.148729,1080,1920,1,1080x1920,09:16,,South Horizons_SOHDPC001A,South Horizons,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SOHDPC001B,SOHDPC001B,SOHDPC001B,22.242852,114.148729,1080,1920,1,1080x1920,09:16,,South Horizons_SOHDPC001B,South Horizons,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SOHDPC002A,SOHDPC002A,SOHDPC002A,22.242852,114.148729,1080,1920,1,1080x1920,09:16,,South Horizons_SOHDPC002A,South Horizons,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Digital Portrait Network,JCDecaux - HKM,SOHDPC002B,SOHDPC002B,SOHDPC002B,22.242852,114.148729,1080,1920,1,1080x1920,09:16,,South Horizons_SOHDPC002B,South Horizons,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,KETDMC001,KETDMC001,KETDMC001,22.281253,114.128864,1920,1080,1,1920x1080,16:09,,Kennedy Town_KETDMC001,Kennedy Town,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,KETDMC002,KETDMC002,KETDMC002,22.281253,114.128864,1920,1080,1,1920x1080,16:09,,Kennedy Town_KETDMC002,Kennedy Town,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,HKUDMC001,HKUDMC001,HKUDMC001,22.284023,114.134995,1920,1080,1,1920x1080,16:09,,HKU_HKUDMC001,HKU,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,HKUDMC002,HKUDMC002,HKUDMC002,22.284023,114.134995,1920,1080,1,1920x1080,16:09,,HKU_HKUDMC002,HKU,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SYPDMC001,SYPDMC001,SYPDMC001,22.285551,114.142696,1920,1080,1,1920x1080,16:09,,Sai Ying Pun_SYPDMC001,Sai Ying Pun,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SYPDMC002,SYPDMC002,SYPDMC002,22.285551,114.142696,1920,1080,1,1920x1080,16:09,,Sai Ying Pun_SYPDMC002,Sai Ying Pun,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SHWDMC001,SHWDMC001,SHWDMC001,22.286542,114.152163,1920,1080,1,1920x1080,16:09,,Sheung Wan_SHWDMC001,Sheung Wan,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SHWDMC002,SHWDMC002,SHWDMC002,22.286542,114.152163,1920,1080,1,1920x1080,16:09,,Sheung Wan_SHWDMC002,Sheung Wan,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SHWDMC003,SHWDMC003,SHWDMC003,22.286542,114.152163,1920,1080,1,1920x1080,16:09,,Sheung Wan_SHWDMC003,Sheung Wan,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SHWDMC004,SHWDMC004,SHWDMC004,22.286542,114.152163,1920,1080,1,1920x1080,16:09,,Sheung Wan_SHWDMC004,Sheung Wan,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CENDMC001,CENDMC001,CENDMC001,22.281964,114.158249,1920,1080,1,1920x1080,16:09,,Central_CENDMC001,Central,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CENDMC002,CENDMC002,CENDMC002,22.281964,114.158249,1920,1080,1,1920x1080,16:09,,Central_CENDMC002,Central,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CENDMC003,CENDMC003,CENDMC003,22.281964,114.158249,1920,1080,1,1920x1080,16:09,,Central_CENDMC003,Central,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CENDMC004,CENDMC004,CENDMC004,22.281964,114.158249,1920,1080,1,1920x1080,16:09,,Central_CENDMC004,Central,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CENDMC005,CENDMC005,CENDMC005,22.281964,114.158249,1920,1080,1,1920x1080,16:09,,Central_CENDMC005,Central,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,ADMDMC001,ADMDMC001,ADMDMC001,22.279442,114.164558,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMC001,Admiralty,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,ADMDMC002,ADMDMC002,ADMDMC002,22.279442,114.164558,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMC002,Admiralty,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,ADMDMC003,ADMDMC003,ADMDMC003,22.279442,114.164558,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMC003,Admiralty,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,ADMDMC004,ADMDMC004,ADMDMC004,22.279442,114.164558,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMC004,Admiralty,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,WACDMC001,WACDMC001,WACDMC001,22.277546,114.173152,1920,1080,1,1920x1080,16:09,,Wan Chai_WACDMC001,Wan Chai,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,WACDMC002,WACDMC002,WACDMC002,22.277546,114.173152,1920,1080,1,1920x1080,16:09,,Wan Chai_WACDMC002,Wan Chai,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CABDMC001,CABDMC001,CABDMC001,22.280405,114.185029,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMC001,Causeway Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CABDMC002,CABDMC002,CABDMC002,22.280405,114.185029,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMC002,Causeway Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CABDMC003,CABDMC003,CABDMC003,22.280405,114.185029,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMC003,Causeway Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CABDMC004,CABDMC004,CABDMC004,22.280405,114.185029,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMC004,Causeway Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CABDMC005,CABDMC005,CABDMC005,22.280405,114.185029,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMC005,Causeway Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CABDMC006,CABDMC006,CABDMC006,22.280405,114.185029,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMC006,Causeway Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,CABDMC007,CABDMC007,CABDMC007,22.280405,114.185029,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMC007,Causeway Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,TIHDMC001,TIHDMC001,TIHDMC001,22.28245,114.191724,1920,1080,1,1920x1080,16:09,,Tin Hau_TIHDMC001,Tin Hau,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,TIHDMC002,TIHDMC002,TIHDMC002,22.28245,114.191724,1920,1080,1,1920x1080,16:09,,Tin Hau_TIHDMC002,Tin Hau,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,FOHDMC001,FOHDMC001,FOHDMC001,22.287918,114.193599,1920,1080,1,1920x1080,16:09,,Fortress Hill_FOHDMC001,Fortress Hill,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,FOHDMC002,FOHDMC002,FOHDMC002,22.287918,114.193599,1920,1080,1,1920x1080,16:09,,Fortress Hill_FOHDMC002,Fortress Hill,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,NOPDMC001,NOPDMC001,NOPDMC001,22.291334,114.200484,1920,1080,1,1920x1080,16:09,,North Point_NOPDMC001,North Point,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,NOPDMC002,NOPDMC002,NOPDMC002,22.291334,114.200484,1920,1080,1,1920x1080,16:09,,North Point_NOPDMC002,North Point,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,NOPDMC003,NOPDMC003,NOPDMC003,22.291334,114.200484,1920,1080,1,1920x1080,16:09,,North Point_NOPDMC003,North Point,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,QUBDMC001,QUBDMC001,QUBDMC001,22.287921,114.209727,1920,1080,1,1920x1080,16:09,,Quarry Bay_QUBDMC001,Quarry Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,QUBDMC002,QUBDMC002,QUBDMC002,22.287921,114.209727,1920,1080,1,1920x1080,16:09,,Quarry Bay_QUBDMC002,Quarry Bay,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,TAKDMC001,TAKDMC001,TAKDMC001,22.285033,114.216135,1920,1080,1,1920x1080,16:09,,Tai Koo_TAKDMC001,Tai Koo,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,TAKDMC002,TAKDMC002,TAKDMC002,22.285033,114.216135,1920,1080,1,1920x1080,16:09,,Tai Koo_TAKDMC002,Tai Koo,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SWHDMC001,SWHDMC001,SWHDMC001,22.282139,114.222045,1920,1080,1,1920x1080,16:09,,Sai Wan Ho_SWHDMC001,Sai Wan Ho,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SWHDMC002,SWHDMC002,SWHDMC002,22.282139,114.222045,1920,1080,1,1920x1080,16:09,,Sai Wan Ho_SWHDMC002,Sai Wan Ho,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,HOKDMC001,HOKDMC001,HOKDMC001,22.284679,114.158159,1920,1080,1,1920x1080,16:09,,Hong Kong_HOKDMC001,Hong Kong,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,HOKDMC002,HOKDMC002,HOKDMC002,22.284679,114.158159,1920,1080,1,1920x1080,16:09,,Hong Kong_HOKDMC002,Hong Kong,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,HOKDMC003,HOKDMC003,HOKDMC003,22.284679,114.158159,1920,1080,1,1920x1080,16:09,,Hong Kong_HOKDMC003,Hong Kong,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,OCPDMC001,OCPDMC001,OCPDMC001,22.248794,114.17451,1920,1080,1,1920x1080,16:09,,Ocean Park_OCPDMC001,Ocean Park,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,WCHDMC001,WCHDMC001,WCHDMC001,22.248002,114.168057,1920,1080,1,1920x1080,16:09,,Wong Chuk Hang_WCHDMC001,Wong Chuk Hang,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SOHDMC001,SOHDMC001,SOHDMC001,22.242852,114.148729,1920,1080,1,1920x1080,16:09,,South Horizons_SOHDMC001,South Horizons,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Concourse Digital Landscape Network,JCDecaux - HKM,SOHDMC002,SOHDMC002,SOHDMC002,22.242852,114.148729,1920,1080,1,1920x1080,16:09,,South Horizons_SOHDMC002,South Horizons,HK,15,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,SHWDMP101,SHWDMP101,SHWDMP101,22.286704,114.152231,1920,1080,1,1920x1080,16:09,,Sheung Wan_SHWDMP101,Sheung Wan,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,SHWDMP102,SHWDMP102,SHWDMP102,22.287014,114.152328,1920,1080,1,1920x1080,16:09,,Sheung Wan_SHWDMP102,Sheung Wan,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,SHWDMP103,SHWDMP103,SHWDMP103,22.286506,114.153827,1920,1080,1,1920x1080,16:09,,Sheung Wan_SHWDMP103,Sheung Wan,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,CENDMP301,CENDMP301,CENDMP301,22.282165,114.157778,1920,1080,1,1920x1080,16:09,,Central_CENDMP301,Central,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,CENDMP302,CENDMP302,CENDMP302,22.28198,114.158683,1920,1080,1,1920x1080,16:09,,Central_CENDMP302,Central,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,ADMDMP101,ADMDMP101,ADMDMP101,22.278775,114.166021,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMP101,Admiralty,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,ADMDMP102,ADMDMP102,ADMDMP102,22.27934,114.166061,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMP102,Admiralty,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,ADMDMP103,ADMDMP103,ADMDMP103,22.279535,114.165052,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMP103,Admiralty,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,ADMDMP301,ADMDMP301,ADMDMP301,22.279595,114.165198,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMP301,Admiralty,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,ADMDMP302,ADMDMP302,ADMDMP302,22.27917,114.166136,1920,1080,1,1920x1080,16:09,,Admiralty_ADMDMP302,Admiralty,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,WACDMP101,WACDMP101,WACDMP101,22.277005,114.17247,1920,1080,1,1920x1080,16:09,,Wan Chai_WACDMP101,Wan Chai,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,WACDMP102,WACDMP102,WACDMP102,22.277054,114.172921,1920,1080,1,1920x1080,16:09,,Wan Chai_WACDMP102,Wan Chai,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,WACDMP103,WACDMP103,WACDMP103,22.277101,114.173313,1920,1080,1,1920x1080,16:09,,Wan Chai_WACDMP103,Wan Chai,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,WACDMP201,WACDMP201,WACDMP201,22.277034,114.172296,1920,1080,1,1920x1080,16:09,,Wan Chai_WACDMP201,Wan Chai,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,WACDMP202,WACDMP202,WACDMP202,22.277054,114.172765,1920,1080,1,1920x1080,16:09,,Wan Chai_WACDMP202,Wan Chai,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,WACDMP203,WACDMP203,WACDMP203,22.277151,114.173328,1920,1080,1,1920x1080,16:09,,Wan Chai_WACDMP203,Wan Chai,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,CABDMP101,CABDMP101,CABDMP101,22.280028,114.184511,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMP101,Causeway Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,CABDMP102,CABDMP102,CABDMP102,22.280083,114.183789,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMP102,Causeway Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,CABDMP201,CABDMP201,CABDMP201,22.279797,114.183872,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMP201,Causeway Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,CABDMP202,CABDMP202,CABDMP202,22.279831,114.183247,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMP202,Causeway Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,CABDMP203,CABDMP203,CABDMP203,22.279866,114.182818,1920,1080,1,1920x1080,16:09,,Causeway Bay_CABDMP203,Causeway Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,NOPDMP201,NOPDMP201,NOPDMP201,22.290923,114.200415,1920,1080,1,1920x1080,16:09,,North Point_NOPDMP201,North Point,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,NOPDMP202,NOPDMP202,NOPDMP202,22.29132,114.2017,1920,1080,1,1920x1080,16:09,,North Point_NOPDMP202,North Point,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,NOPDMP203,NOPDMP203,NOPDMP203,22.291633,114.203068,1920,1080,1,1920x1080,16:09,,North Point_NOPDMP203,North Point,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,NOPDMP301,NOPDMP301,NOPDMP301,22.291534,114.203106,1920,1080,1,1920x1080,16:09,,North Point_NOPDMP301,North Point,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,NOPDMP302,NOPDMP302,NOPDMP302,22.291365,114.202398,1920,1080,1,1920x1080,16:09,,North Point_NOPDMP302,North Point,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,NOPDMP303,NOPDMP303,NOPDMP303,22.290968,114.200638,1920,1080,1,1920x1080,16:09,,North Point_NOPDMP303,North Point,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,QUBDMP101,QUBDMP101,QUBDMP101,22.288441,114.209672,1920,1080,1,1920x1080,16:09,,Quarry Bay_QUBDMP101,Quarry Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,QUBDMP102,QUBDMP102,QUBDMP102,22.290893,114.208707,1920,1080,1,1920x1080,16:09,,Quarry Bay_QUBDMP102,Quarry Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,QUBDMP201,QUBDMP201,QUBDMP201,22.290903,114.208535,1920,1080,1,1920x1080,16:09,,Quarry Bay_QUBDMP201,Quarry Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,QUBDMP202,QUBDMP202,QUBDMP202,22.289233,114.209235,1920,1080,1,1920x1080,16:09,,Quarry Bay_QUBDMP202,Quarry Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,QUBDMP301,QUBDMP301,QUBDMP301,22.288667,114.208637,1920,1080,1,1920x1080,16:09,,Quarry Bay_QUBDMP301,Quarry Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,QUBDMP302,QUBDMP302,QUBDMP302,22.288493,114.208771,1920,1080,1,1920x1080,16:09,,Quarry Bay_QUBDMP302,Quarry Bay,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,TAKDMP101,TAKDMP101,TAKDMP101,22.284747,114.215522,1920,1080,1,1920x1080,16:09,,Tai Koo_TAKDMP101,Tai Koo,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,TAKDMP102,TAKDMP102,TAKDMP102,22.285231,114.215965,1920,1080,1,1920x1080,16:09,,Tai Koo_TAKDMP102,Tai Koo,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,TAKDMP201,TAKDMP201,TAKDMP201,22.285789,114.216547,1920,1080,1,1920x1080,16:09,,Tai Koo_TAKDMP201,Tai Koo,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,TAKDMP202,TAKDMP202,TAKDMP202,22.28572,114.216716,1920,1080,1,1920x1080,16:09,,Tai Koo_TAKDMP202,Tai Koo,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,Trackside Digital Landscape Network,JCDecaux - HKM,TAKDMP203,TAKDMP203,TAKDMP203,22.284849,114.215946,1920,1080,1,1920x1080,16:09,,Tai Koo_TAKDMP203,Tai Koo,HK,30,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
JCD HKM Network,AEL Digital Portrait Zone,JCDecaux - HKM,HOKDPC013,HOKDPC013,HOKDPC013,22.284679,114.158159,1080,1920,1,1080x1920,09:16,,Hong Kong_HOKDPC013,Hong Kong,HK,10,"English,漢語 (Chinese (Traditional))",Yes,Yes,,Hong Kong
